canonical_duty_id,sentence_text,sentence_text_norm
dceee7473690f7944e7fd50fd2b524c9acd8c237,"Manages personnel to ensure tailored collection planning, threat analysis, and intelligence expertise is readily available to develop detailed execution plans for multi-domain operations.",manages personnel to ensure tailored collection planning  threat analysis  and intelligence expertise is readily available to develop detailed execution plans for multi domain operations
f01b5aa9e6c0ed2f27918ea604dae5b8896804a4,Supervises ISR Operations.,supervises isr operations
9740f2b33d0c1d4371116c3b657fe148ca7b35c0,Oversees the production and dissemination of intelligence materials.,oversees the production and dissemination of intelligence materials
2090a56598a8658fe746e920ca556344138041cc,Provides current situational awareness and ISR management for execution of tasking orders.,provides current situational awareness and isr management for execution of tasking orders
c0d50b02ca51d62388acd20a8ce7f4bee5365ccd,"Oversees the management, supervision, and performance to targeting and human intelligence (HUMINT) operations.",oversees the management  supervision  and performance to targeting and human intelligence  humint  operations
e77da555eaf684355562bc131c1b84999f0b9bb2,"Performs research and analysis on multisensor imagery, geospatial data, and products in conjunction with all-source intelligence information.",performs research and analysis on multisensor imagery  geospatial data  and products in conjunction with all source intelligence information
c85655d8faf4cefd6ec13682803ca2d894b84069,"Determines type, function, status, location, significance of military facilities and activities, industrial installations, and surface transportation networks.",determines type  function  status  location  significance of military facilities and activities  industrial installations  and surface transportation networks
26c85d46752723a666411346ceb9c0dc260ab80b,"Determines and reports type, function, and location of military equipment including ground, air, naval, missile, space, and electronic orders of battle.",determines and reports type  function  and location of military equipment including ground  air  naval  missile  space  and electronic orders of battle
fd2dc9ddf33f71d82cb0ede92f6f2635994d3646,Uses multisensor imagery to conduct comparative analysis.,uses multisensor imagery to conduct comparative analysis
c1659165ac81ee228a36b674b5aefaba28ec9ddb,"Analyzes terrain to determine traffic ability, potential landing zones and defensive fortifications.",analyzes terrain to determine traffic ability  potential landing zones and defensive fortifications
4eac310a950455e330fb8822e003cc7ff46d5f18,Analyzes structures of military and industrial installations to determine construction type and functionality.,analyzes structures of military and industrial installations to determine construction type and functionality
f1abbfbf03dc8d5e53df073412297084e9235431,Prepares damage assessment reports detailing structural damage and weapons effects.,prepares damage assessment reports detailing structural damage and weapons effects
31ce99d9dd6a74d8d0158ce6d7c721c233bf8189,"Uses multispectral imagery to analyze and report the likelihood of military and non-military activities and monitors counter-violent extremist operations, through the use of a variety of sensors, in direct support of Major Conflict Operations (MCO), Humanitarian and Disaster Relief (HA/DR), and other special operations.",uses multispectral imagery to analyze and report the likelihood of military and non military activities and monitors counter violent extremist operations  through the use of a variety of sensors  in direct support of major conflict operations  mco   humanitarian and disaster relief  ha dr   and other special operations
13984776824d7dee975fa9abb618e4e58500d412,Determines geospatial intelligence collection requirements to optimize collection strategies and submission of intelligence production requirements.,determines geospatial intelligence collection requirements to optimize collection strategies and submission of intelligence production requirements
1d1ae035488ad1291a8eb4c04e4afe9873823c1a,Performs imagery exploitation.,performs imagery exploitation
ea7f34ba23bc123667596d94af5b81b08bd6be64,Constructs queries and retrieves historical files to conduct analysis.,constructs queries and retrieves historical files to conduct analysis
2681932398a900465345192b83fab9b462bc050b,"Uses automated exploitation equipment to prepare, review, and transmit intelligence reports.",uses automated exploitation equipment to prepare  review  and transmit intelligence reports
7549d8a97bf496f28610352a388ecbd28cadcbb3,"Uses softcopy imagery and geospatial information systems to exploit, perform mensuration, annotate, and disseminate GEOINT products.",uses softcopy imagery and geospatial information systems to exploit  perform mensuration  annotate  and disseminate geoint products
6bfb364254d9c4413d9e4740a925b63122cd1056,"Performs targeting support functions to include target development, and combat assessment.",performs targeting support functions to include target development  and combat assessment
f184ec768638794d1d544a32316bbe0acb1ab543,"Maintains and uses geospatial databases, target materials, imagery, and other intelligence products.",maintains and uses geospatial databases  target materials  imagery  and other intelligence products
877c5a43525140fb1a4e3eebb85cc6ea5657c61f,"Utilizes multisensor imagery and geospatial data to determine geographic coordinates, vertical and horizontal measurements of objects and surrounding terrain.",utilizes multisensor imagery and geospatial data to determine geographic coordinates  vertical and horizontal measurements of objects and surrounding terrain
7a1d04fb18fd2bf90e76e9359535051c12f54cfd,"Uses maps, charts, geodetic products, and multisensor imagery to determine distance, azimuth, and location of targets.",uses maps  charts  geodetic products  and multisensor imagery to determine distance  azimuth  and location of targets
80e1210758333d8c3efadcfd1ed770eedebbd5b4,Compiles and correlates imagery derived data and geospatial information in support of detailed target assessments.,compiles and correlates imagery derived data and geospatial information in support of detailed target assessments
80f0cf6691c6f215874495c2d6b8a79aebef3faa,Uses information from other intelligence disciplines to conduct analysis of imagery and geospatial data.,uses information from other intelligence disciplines to conduct analysis of imagery and geospatial data
ed3ada9d78f8c6da7f24387894736e5950bd2190,Prepares and conducts multisensor imagery and geospatial information derived intelligence briefings.,prepares and conducts multisensor imagery and geospatial information derived intelligence briefings
cab93dad54982c78046b09a3d036bee5a40063a4,"Manages, organizes, and submits GEOINT collection requirements.",manages  organizes  and submits geoint collection requirements
e4d943a4cdf2002c97371cd8066f45b76caf3a45,Determines proper sensor application and coordinates planning to satisfy intelligence problems.,determines proper sensor application and coordinates planning to satisfy intelligence problems
86813fd09bb21b80a708d8290c0a2e1f54b674e6,"Works with mission team to plan mission, maintain collection list, identify collection sequence, and provide specific targets’ requirements.",works with mission team to plan mission  maintain collection list  identify collection sequence  and provide specific targets  requirements
de45fe36d2064d7902f5cc6e788f6cf61b81e0d8,"Validates collection requirements for strategic and tactical intelligence, surveillance, and reconnaissance (ISR) platforms.",validates collection requirements for strategic and tactical intelligence  surveillance  and reconnaissance  isr  platforms
88c8c6b55f9c36d8f832c024654112cfd6d4b3a9,Determines exploitation requirements based on warfighter needs.,determines exploitation requirements based on warfighter needs
435b07830816d61b9e0c22765ab8bcdc2524b288,"Provides imagery and geospatial exploitation support to Air Operations Center (AOC) processes, including collection management, Intelligence Preparation of the Operational Environment (IPOE), target development, and situational awareness.",provides imagery and geospatial exploitation support to air operations center  aoc  processes  including collection management  intelligence preparation of the operational environment  ipoe   target development  and situational awareness
73f79014f9a954afaf263ec1a1222f4606851fa9,Plans and organizes cryptologic and CNO activities.,plans and organizes cryptologic and cno activities
613528dd9e9d7b2cb68e6a13215e946707711363,Designs and develops organizational charts to show lines of authority and placement of responsibilities for performance of functions.,designs and develops organizational charts to show lines of authority and placement of responsibilities for performance of functions
65b838b5f6188a8ae73fb19e21089bb01eabd4ff,Develops production controls and standards.,develops production controls and standards
c9e5c7eb1e63fc5fbdcd3cf7e142b36ec94d782f,Improves procedures and work methods to ensure maximum efficiency of personnel use and operations.,improves procedures and work methods to ensure maximum efficiency of personnel use and operations
6f36a9fffd2609b320f0b2d8726781433e289b2e,"Estimates requirements for space, equipment, supplies, and facilities.",estimates requirements for space  equipment  supplies  and facilities
